total_code,total,domain_code,domain,super_sector_code,super_sector,sector_code,sector,three_digit_code,three_digit_industry,four_digit_code,four_digit_industry,five_digit_code,five_digit_industry,six_digit_code,six_digit_industry,id
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3313,Alumina and Aluminum Production and Processing,33131,Alumina and Aluminum Production and Processing,331315,"Aluminum Sheet, Plate, and Foil Manufacturing ",1013331315
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3313,Alumina and Aluminum Production and Processing,33131,Alumina and Aluminum Production and Processing,331318,"Other Aluminum Rolling, Drawing, and Extruding ",1013331318
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3314,Nonferrous Metal (except Aluminum) Production and Processing,33141,Nonferrous Metal (except Aluminum) Smelting and Refining,331410,Nonferrous Metal (except Aluminum) Smelting and Refining ,1013331410
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3314,Nonferrous Metal (except Aluminum) Production and Processing,33142,"Copper Rolling, Drawing, Extruding, and Alloying",331420,"Copper Rolling, Drawing, Extruding, and Alloying",1013331420
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3314,Nonferrous Metal (except Aluminum) Production and Processing,33149,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ",1013331491
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3314,Nonferrous Metal (except Aluminum) Production and Processing,33149,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1013331492
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3315,Foundries,33151,Ferrous Metal Foundries,331511,Iron Foundries ,1013331511
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3315,Foundries,33151,Ferrous Metal Foundries,331512,Steel Investment Foundries ,1013331512
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3315,Foundries,33151,Ferrous Metal Foundries,331513,Steel Foundries (except Investment) ,1013331513
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3315,Foundries,33152,Nonferrous Metal Foundries,331523,Nonferrous Metal Die-Casting Foundries ,1013331523
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3315,Foundries,33152,Nonferrous Metal Foundries,331524,Aluminum Foundries (except Die-Casting) ,1013331524
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,331,Primary Metal Manufacturing,3315,Foundries,33152,Nonferrous Metal Foundries,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,1013331529
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3321,Forging and Stamping,33211,Forging and Stamping,332111,Iron and Steel Forging ,1013332111
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3321,Forging and Stamping,33211,Forging and Stamping,332112,Nonferrous Forging ,1013332112
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3321,Forging and Stamping,33211,Forging and Stamping,332114,Custom Roll Forming ,1013332114
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3321,Forging and Stamping,33211,Forging and Stamping,332117,Powder Metallurgy Part Manufacturing ,1013332117
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3321,Forging and Stamping,33211,Forging and Stamping,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",1013332119
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3322,Cutlery and Handtool Manufacturing,33221,Cutlery and Handtool Manufacturing,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",1013332215
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3322,Cutlery and Handtool Manufacturing,33221,Cutlery and Handtool Manufacturing,332216,Saw Blade and Handtool Manufacturing ,1013332216
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3323,Architectural and Structural Metals Manufacturing,33231,Plate Work and Fabricated Structural Product Manufacturing,332311,Prefabricated Metal Building and Component Manufacturing ,1013332311
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3323,Architectural and Structural Metals Manufacturing,33231,Plate Work and Fabricated Structural Product Manufacturing,332312,Fabricated Structural Metal Manufacturing ,1013332312
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3323,Architectural and Structural Metals Manufacturing,33231,Plate Work and Fabricated Structural Product Manufacturing,332313,Plate Work Manufacturing ,1013332313
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3323,Architectural and Structural Metals Manufacturing,33232,Ornamental and Architectural Metal Products Manufacturing,332321,Metal Window and Door Manufacturing ,1013332321
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3323,Architectural and Structural Metals Manufacturing,33232,Ornamental and Architectural Metal Products Manufacturing,332322,Sheet Metal Work Manufacturing ,1013332322
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3323,Architectural and Structural Metals Manufacturing,33232,Ornamental and Architectural Metal Products Manufacturing,332323,Ornamental and Architectural Metal Work Manufacturing ,1013332323
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3324,"Boiler, Tank, and Shipping Container Manufacturing",33241,Power Boiler and Heat Exchanger Manufacturing,332410,Power Boiler and Heat Exchanger Manufacturing,1013332410
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3324,"Boiler, Tank, and Shipping Container Manufacturing",33242,Metal Tank (Heavy Gauge) Manufacturing,332420,Metal Tank (Heavy Gauge) Manufacturing,1013332420
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3324,"Boiler, Tank, and Shipping Container Manufacturing",33243,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing",332431,Metal Can Manufacturing ,1013332431
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3324,"Boiler, Tank, and Shipping Container Manufacturing",33243,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing",332439,Other Metal Container Manufacturing ,1013332439
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3325,Hardware Manufacturing,33251,Hardware Manufacturing,332510,Hardware Manufacturing,1013332510
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3326,Spring and Wire Product Manufacturing,33261,Spring and Wire Product Manufacturing,332613,Spring Manufacturing ,1013332613
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3326,Spring and Wire Product Manufacturing,33261,Spring and Wire Product Manufacturing,332618,Other Fabricated Wire Product Manufacturing ,1013332618
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",33271,Machine Shops,332710,Machine Shops,1013332710
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",33272,"Turned Product and Screw, Nut, and Bolt Manufacturing",332721,Precision Turned Product Manufacturing ,1013332721
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",33272,"Turned Product and Screw, Nut, and Bolt Manufacturing",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",1013332722
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3328,"Coating, Engraving, Heat Treating, and Allied Activities",33281,"Coating, Engraving, Heat Treating, and Allied Activities",332811,Metal Heat Treating ,1013332811
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3328,"Coating, Engraving, Heat Treating, and Allied Activities",33281,"Coating, Engraving, Heat Treating, and Allied Activities",332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ",1013332812
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3328,"Coating, Engraving, Heat Treating, and Allied Activities",33281,"Coating, Engraving, Heat Treating, and Allied Activities",332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",1013332813
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33291,Metal Valve Manufacturing,332911,Industrial Valve Manufacturing ,1013332911
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33291,Metal Valve Manufacturing,332912,Fluid Power Valve and Hose Fitting Manufacturing ,1013332912
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33291,Metal Valve Manufacturing,332913,Plumbing Fixture Fitting and Trim Manufacturing ,1013332913
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33291,Metal Valve Manufacturing,332919,Other Metal Valve and Pipe Fitting Manufacturing ,1013332919
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33299,All Other Fabricated Metal Product Manufacturing,332991,Ball and Roller Bearing Manufacturing,1013332991
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33299,All Other Fabricated Metal Product Manufacturing,332992,Small Arms Ammunition Manufacturing ,1013332992
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33299,All Other Fabricated Metal Product Manufacturing,332993,Ammunition (except Small Arms) Manufacturing ,1013332993
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33299,All Other Fabricated Metal Product Manufacturing,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",1013332994
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33299,All Other Fabricated Metal Product Manufacturing,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,1013332996
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3329,Other Fabricated Metal Product Manufacturing,33299,All Other Fabricated Metal Product Manufacturing,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,1013332999
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",33311,Agricultural Implement Manufacturing,333111,Farm Machinery and Equipment Manufacturing ,1013333111
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",33311,Agricultural Implement Manufacturing,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing ,1013333112
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",33312,Construction Machinery Manufacturing,333120,Construction Machinery Manufacturing,1013333120
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",33313,Mining and Oil and Gas Field Machinery Manufacturing,333131,Mining Machinery and Equipment Manufacturing ,1013333131
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",33313,Mining and Oil and Gas Field Machinery Manufacturing,333132,Oil and Gas Field Machinery and Equipment Manufacturing ,1013333132
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3332,Industrial Machinery Manufacturing,33324,Industrial Machinery Manufacturing,333241,Food Product Machinery Manufacturing ,1013333241
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3332,Industrial Machinery Manufacturing,33324,Industrial Machinery Manufacturing,333242,Semiconductor Machinery Manufacturing ,1013333242
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3332,Industrial Machinery Manufacturing,33324,Industrial Machinery Manufacturing,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing ",1013333243
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3332,Industrial Machinery Manufacturing,33324,Industrial Machinery Manufacturing,333244,Printing Machinery and Equipment Manufacturing ,1013333244
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3332,Industrial Machinery Manufacturing,33324,Industrial Machinery Manufacturing,333249,Other Industrial Machinery Manufacturing ,1013333249
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3333,Commercial and Service Industry Machinery Manufacturing,33331,Commercial and Service Industry Machinery Manufacturing,333314,Optical Instrument and Lens Manufacturing ,1013333314
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3333,Commercial and Service Industry Machinery Manufacturing,33331,Commercial and Service Industry Machinery Manufacturing,333316,Photographic and Photocopying Equipment Manufacturing ,1013333316
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3333,Commercial and Service Industry Machinery Manufacturing,33331,Commercial and Service Industry Machinery Manufacturing,333318,Other Commercial and Service Industry Machinery Manufacturing ,1013333318
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,1013333413
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,1013333414
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,1013333415
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3335,Metalworking Machinery Manufacturing,33351,Metalworking Machinery Manufacturing,333511,Industrial Mold Manufacturing ,1013333511
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3335,Metalworking Machinery Manufacturing,33351,Metalworking Machinery Manufacturing,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",1013333514
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3335,Metalworking Machinery Manufacturing,33351,Metalworking Machinery Manufacturing,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,1013333515
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3335,Metalworking Machinery Manufacturing,33351,Metalworking Machinery Manufacturing,333517,Machine Tool Manufacturing ,1013333517
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3335,Metalworking Machinery Manufacturing,33351,Metalworking Machinery Manufacturing,333519,Rolling Mill and Other Metalworking Machinery Manufacturing ,1013333519
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing",333611,Turbine and Turbine Generator Set Units Manufacturing ,1013333611
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing",333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",1013333612
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing",333613,Mechanical Power Transmission Equipment Manufacturing ,1013333613
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing",333618,Other Engine Equipment Manufacturing ,1013333618
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33391,Pump and Compressor Manufacturing,333912,Air and Gas Compressor Manufacturing ,1013333912
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33391,Pump and Compressor Manufacturing,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",1013333914
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33392,Material Handling Equipment Manufacturing,333921,Elevator and Moving Stairway Manufacturing ,1013333921
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33392,Material Handling Equipment Manufacturing,333922,Conveyor and Conveying Equipment Manufacturing ,1013333922
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33392,Material Handling Equipment Manufacturing,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",1013333923
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33392,Material Handling Equipment Manufacturing,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",1013333924
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33399,All Other General Purpose Machinery Manufacturing,333991,Power-Driven Handtool Manufacturing ,1013333991
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33399,All Other General Purpose Machinery Manufacturing,333992,Welding and Soldering Equipment Manufacturing ,1013333992
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33399,All Other General Purpose Machinery Manufacturing,333993,Packaging Machinery Manufacturing ,1013333993
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33399,All Other General Purpose Machinery Manufacturing,333994,Industrial Process Furnace and Oven Manufacturing ,1013333994
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33399,All Other General Purpose Machinery Manufacturing,333995,Fluid Power Cylinder and Actuator Manufacturing ,1013333995
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33399,All Other General Purpose Machinery Manufacturing,333996,Fluid Power Pump and Motor Manufacturing ,1013333996
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33399,All Other General Purpose Machinery Manufacturing,333997,Scale and Balance Manufacturing ,1013333997
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33399,All Other General Purpose Machinery Manufacturing,333999,All Other Miscellaneous General Purpose Machinery Manufacturing ,1013333999
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3341,Computer and Peripheral Equipment Manufacturing,33411,Computer and Peripheral Equipment Manufacturing,334111,Electronic Computer Manufacturing ,1013334111
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3341,Computer and Peripheral Equipment Manufacturing,33411,Computer and Peripheral Equipment Manufacturing,334112,Computer Storage Device Manufacturing ,1013334112
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3341,Computer and Peripheral Equipment Manufacturing,33411,Computer and Peripheral Equipment Manufacturing,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,1013334118
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3342,Communications Equipment Manufacturing,33421,Telephone Apparatus Manufacturing,334210,Telephone Apparatus Manufacturing,1013334210
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3342,Communications Equipment Manufacturing,33422,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,1013334220
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3342,Communications Equipment Manufacturing,33429,Other Communications Equipment Manufacturing,334290,Other Communications Equipment Manufacturing,1013334290
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3343,Audio and Video Equipment Manufacturing,33431,Audio and Video Equipment Manufacturing,334310,Audio and Video Equipment Manufacturing,1013334310
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3344,Semiconductor and Other Electronic Component Manufacturing,33441,Semiconductor and Other Electronic Component Manufacturing,334412,Bare Printed Circuit Board Manufacturing  ,1013334412
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3344,Semiconductor and Other Electronic Component Manufacturing,33441,Semiconductor and Other Electronic Component Manufacturing,334413,Semiconductor and Related Device Manufacturing ,1013334413
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3344,Semiconductor and Other Electronic Component Manufacturing,33441,Semiconductor and Other Electronic Component Manufacturing,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",1013334416
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3344,Semiconductor and Other Electronic Component Manufacturing,33441,Semiconductor and Other Electronic Component Manufacturing,334417,Electronic Connector Manufacturing ,1013334417
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3344,Semiconductor and Other Electronic Component Manufacturing,33441,Semiconductor and Other Electronic Component Manufacturing,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,1013334418
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3344,Semiconductor and Other Electronic Component Manufacturing,33441,Semiconductor and Other Electronic Component Manufacturing,334419,Other Electronic Component Manufacturing ,1013334419
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",33451,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",334510,Electromedical and Electrotherapeutic Apparatus Manufacturing ,1013334510
10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",33451,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",1013334511
