bls_code,nest_id,ind_descr,T,T_descr,D,D_descr,SS,SS_descr,S,S_descr,N3D,N3D_descr,N4D,N4D_descr,N5D,N5D_descr,N6D,N6D_descr,parent,parent_descr
523999,1023523999,Miscellaneous Financial Investment Activities ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239,Other Financial Investment Activities,52399,All Other Financial Investment Activities ,523999,Miscellaneous Financial Investment Activities ,52399,All Other Financial Investment Activities 
524113,1023524113,Direct Life Insurance Carriers ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5241,Insurance Carriers,52411,"Direct Life, Health, and Medical Insurance Carriers ",524113,Direct Life Insurance Carriers ,52411,"Direct Life, Health, and Medical Insurance Carriers "
524114,1023524114,Direct Health and Medical Insurance Carriers ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5241,Insurance Carriers,52411,"Direct Life, Health, and Medical Insurance Carriers ",524114,Direct Health and Medical Insurance Carriers ,52411,"Direct Life, Health, and Medical Insurance Carriers "
524126,1023524126,Direct Property and Casualty Insurance Carriers ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5241,Insurance Carriers,52412,"Direct Insurance (except Life, Health, and Medical) Carriers ",524126,Direct Property and Casualty Insurance Carriers ,52412,"Direct Insurance (except Life, Health, and Medical) Carriers "
524127,1023524127,Direct Title Insurance Carriers ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5241,Insurance Carriers,52412,"Direct Insurance (except Life, Health, and Medical) Carriers ",524127,Direct Title Insurance Carriers ,52412,"Direct Insurance (except Life, Health, and Medical) Carriers "
524128,1023524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5241,Insurance Carriers,52412,"Direct Insurance (except Life, Health, and Medical) Carriers ",524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",52412,"Direct Insurance (except Life, Health, and Medical) Carriers "
524130,1023524130,Reinsurance Carriers ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5241,Insurance Carriers,52413,Reinsurance Carriers ,524130,Reinsurance Carriers ,52413,Reinsurance Carriers 
524210,1023524210,Insurance Agencies and Brokerages ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5242,"Agencies, Brokerages, and Other Insurance Related Activities",52421,Insurance Agencies and Brokerages ,524210,Insurance Agencies and Brokerages ,52421,Insurance Agencies and Brokerages 
524291,1023524291,Claims Adjusting ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5242,"Agencies, Brokerages, and Other Insurance Related Activities",52429,Other Insurance Related Activities ,524291,Claims Adjusting ,52429,Other Insurance Related Activities 
524292,1023524292,Third Party Administration of Insurance and Pension Funds ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5242,"Agencies, Brokerages, and Other Insurance Related Activities",52429,Other Insurance Related Activities ,524292,Third Party Administration of Insurance and Pension Funds ,52429,Other Insurance Related Activities 
524298,1023524298,All Other Insurance Related Activities ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,524,Insurance Carriers and Related Activities,5242,"Agencies, Brokerages, and Other Insurance Related Activities",52429,Other Insurance Related Activities ,524298,All Other Insurance Related Activities ,52429,Other Insurance Related Activities 
525110,1023525110,Pension Funds ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,525,"Funds, Trusts, and Other Financial Vehicles ",5251,Insurance and Employee Benefit Funds ,52511,Pension Funds ,525110,Pension Funds ,52511,Pension Funds 
525120,1023525120,Health and Welfare Funds ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,525,"Funds, Trusts, and Other Financial Vehicles ",5251,Insurance and Employee Benefit Funds ,52512,Health and Welfare Funds ,525120,Health and Welfare Funds ,52512,Health and Welfare Funds 
525190,1023525190,Other Insurance Funds ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,525,"Funds, Trusts, and Other Financial Vehicles ",5251,Insurance and Employee Benefit Funds ,52519,Other Insurance Funds ,525190,Other Insurance Funds ,52519,Other Insurance Funds 
525910,1023525910,Open-End Investment Funds ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,525,"Funds, Trusts, and Other Financial Vehicles ",5259,Other Investment Pools and Funds,52591,Open-End Investment Funds ,525910,Open-End Investment Funds ,52591,Open-End Investment Funds 
525920,1023525920,"Trusts, Estates, and Agency Accounts ",10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,525,"Funds, Trusts, and Other Financial Vehicles ",5259,Other Investment Pools and Funds,52592,"Trusts, Estates, and Agency Accounts ",525920,"Trusts, Estates, and Agency Accounts ",52592,"Trusts, Estates, and Agency Accounts "
525990,1023525990,Other Financial Vehicles ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,52,Finance and Insurance,525,"Funds, Trusts, and Other Financial Vehicles ",5259,Other Investment Pools and Funds,52599,Other Financial Vehicles ,525990,Other Financial Vehicles ,52599,Other Financial Vehicles 
531110,1023531110,Lessors of Residential Buildings and Dwellings ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53111,Lessors of Residential Buildings and Dwellings ,531110,Lessors of Residential Buildings and Dwellings ,53111,Lessors of Residential Buildings and Dwellings 
531120,1023531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses) ,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,53112,Lessors of Nonresidential Buildings (except Miniwarehouses) 
531130,1023531130,Lessors of Miniwarehouses and Self-Storage Units ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53113,Lessors of Miniwarehouses and Self-Storage Units ,531130,Lessors of Miniwarehouses and Self-Storage Units ,53113,Lessors of Miniwarehouses and Self-Storage Units 
531190,1023531190,Lessors of Other Real Estate Property ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53119,Lessors of Other Real Estate Property ,531190,Lessors of Other Real Estate Property ,53119,Lessors of Other Real Estate Property 
531210,1023531210,Offices of Real Estate Agents and Brokers,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,531,Real Estate,5312,Offices of Real Estate Agents and Brokers,53121,Offices of Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,53121,Offices of Real Estate Agents and Brokers
531311,1023531311,Residential Property Managers ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers ,531311,Residential Property Managers ,53131,Real Estate Property Managers 
531312,1023531312,Nonresidential Property Managers ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers ,531312,Nonresidential Property Managers ,53131,Real Estate Property Managers 
531320,1023531320,Offices of Real Estate Appraisers ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53132,Offices of Real Estate Appraisers ,531320,Offices of Real Estate Appraisers ,53132,Offices of Real Estate Appraisers 
531390,1023531390,Other Activities Related to Real Estate ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53139,Other Activities Related to Real Estate ,531390,Other Activities Related to Real Estate ,53139,Other Activities Related to Real Estate 
532111,1023532111,Passenger Car Rental ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5321,Automotive Equipment Rental and Leasing,53211,Passenger Car Rental and Leasing,532111,Passenger Car Rental ,53211,Passenger Car Rental and Leasing
532112,1023532112,Passenger Car Leasing ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5321,Automotive Equipment Rental and Leasing,53211,Passenger Car Rental and Leasing,532112,Passenger Car Leasing ,53211,Passenger Car Rental and Leasing
532120,1023532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5321,Automotive Equipment Rental and Leasing,53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
532210,1023532210,Consumer Electronics and Appliances Rental,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5322,Consumer Goods Rental,53221,Consumer Electronics and Appliances Rental,532210,Consumer Electronics and Appliances Rental,53221,Consumer Electronics and Appliances Rental
532281,1023532281,Formal Wear and Costume Rental,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5322,Consumer Goods Rental,53228,Other Consumer Goods Rental ,532281,Formal Wear and Costume Rental,53228,Other Consumer Goods Rental 
532282,1023532282,Video Tape and Disc Rental,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5322,Consumer Goods Rental,53228,Other Consumer Goods Rental ,532282,Video Tape and Disc Rental,53228,Other Consumer Goods Rental 
532283,1023532283,Home Health Equipment Rental ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5322,Consumer Goods Rental,53228,Other Consumer Goods Rental ,532283,Home Health Equipment Rental ,53228,Other Consumer Goods Rental 
532284,1023532284,Recreational Goods Rental ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5322,Consumer Goods Rental,53228,Other Consumer Goods Rental ,532284,Recreational Goods Rental ,53228,Other Consumer Goods Rental 
532289,1023532289,All Other Consumer Goods Rental ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5322,Consumer Goods Rental,53228,Other Consumer Goods Rental ,532289,All Other Consumer Goods Rental ,53228,Other Consumer Goods Rental 
532310,1023532310,General Rental Centers,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5323,General Rental Centers,53231,General Rental Centers,532310,General Rental Centers,53231,General Rental Centers
532411,1023532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing",532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532412,1023532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing",532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing"
532420,1023532420,Office Machinery and Equipment Rental and Leasing,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,53242,Office Machinery and Equipment Rental and Leasing,532420,Office Machinery and Equipment Rental and Leasing,53242,Office Machinery and Equipment Rental and Leasing
532490,1023532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,53249,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,53249,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
533110,1023533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),10,"Total, All Industries",102,Service-Providing,1023,Financial Activities,53,Real Estate and Rental and Leasing,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),53311,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),53311,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
541110,1024541110,Offices of Lawyers,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5411,Legal Services,54111,Offices of Lawyers,541110,Offices of Lawyers,54111,Offices of Lawyers
541120,1024541120,Offices of Notaries,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5411,Legal Services,54112,Offices of Notaries,541120,Offices of Notaries,54112,Offices of Notaries
541191,1024541191,Title Abstract and Settlement Offices ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5411,Legal Services,54119,Other Legal Services,541191,Title Abstract and Settlement Offices ,54119,Other Legal Services
541199,1024541199,All Other Legal Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5411,Legal Services,54119,Other Legal Services,541199,All Other Legal Services ,54119,Other Legal Services
541211,1024541211,Offices of Certified Public Accountants ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",541211,Offices of Certified Public Accountants ,54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
541213,1024541213,Tax Preparation Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",541213,Tax Preparation Services ,54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
541214,1024541214,Payroll Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",541214,Payroll Services ,54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
541219,1024541219,Other Accounting Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",541219,Other Accounting Services ,54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
541310,1024541310,Architectural Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",54131,Architectural Services,541310,Architectural Services,54131,Architectural Services
541320,1024541320,Landscape Architectural Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",54132,Landscape Architectural Services,541320,Landscape Architectural Services,54132,Landscape Architectural Services
541330,1024541330,Engineering Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",54133,Engineering Services,541330,Engineering Services,54133,Engineering Services
541340,1024541340,Drafting Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",54134,Drafting Services,541340,Drafting Services,54134,Drafting Services
541350,1024541350,Building Inspection Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",54135,Building Inspection Services,541350,Building Inspection Services,54135,Building Inspection Services
541360,1024541360,Geophysical Surveying and Mapping Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",54136,Geophysical Surveying and Mapping Services,541360,Geophysical Surveying and Mapping Services,54136,Geophysical Surveying and Mapping Services
541370,1024541370,Surveying and Mapping (except Geophysical) Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",54137,Surveying and Mapping (except Geophysical) Services,541370,Surveying and Mapping (except Geophysical) Services,54137,Surveying and Mapping (except Geophysical) Services
541380,1024541380,Testing Laboratories,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",54138,Testing Laboratories,541380,Testing Laboratories,54138,Testing Laboratories
541410,1024541410,Interior Design Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5414,Specialized Design Services,54141,Interior Design Services,541410,Interior Design Services,54141,Interior Design Services
541420,1024541420,Industrial Design Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5414,Specialized Design Services,54142,Industrial Design Services,541420,Industrial Design Services,54142,Industrial Design Services
541430,1024541430,Graphic Design Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5414,Specialized Design Services,54143,Graphic Design Services,541430,Graphic Design Services,54143,Graphic Design Services
541490,1024541490,Other Specialized Design Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5414,Specialized Design Services,54149,Other Specialized Design Services,541490,Other Specialized Design Services,54149,Other Specialized Design Services
541511,1024541511,Custom Computer Programming Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,54151,Computer Systems Design and Related Services,541511,Custom Computer Programming Services ,54151,Computer Systems Design and Related Services
541512,1024541512,Computer Systems Design Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,54151,Computer Systems Design and Related Services,541512,Computer Systems Design Services ,54151,Computer Systems Design and Related Services
541513,1024541513,Computer Facilities Management Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,54151,Computer Systems Design and Related Services,541513,Computer Facilities Management Services ,54151,Computer Systems Design and Related Services
541519,1024541519,Other Computer Related Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,54151,Computer Systems Design and Related Services,541519,Other Computer Related Services,54151,Computer Systems Design and Related Services
541611,1024541611,Administrative Management and General Management Consulting Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",54161,Management Consulting Services,541611,Administrative Management and General Management Consulting Services ,54161,Management Consulting Services
541612,1024541612,Human Resources Consulting Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",54161,Management Consulting Services,541612,Human Resources Consulting Services ,54161,Management Consulting Services
541613,1024541613,Marketing Consulting Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",54161,Management Consulting Services,541613,Marketing Consulting Services ,54161,Management Consulting Services
541614,1024541614,"Process, Physical Distribution, and Logistics Consulting Services ",10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",54161,Management Consulting Services,541614,"Process, Physical Distribution, and Logistics Consulting Services ",54161,Management Consulting Services
541618,1024541618,Other Management Consulting Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",54161,Management Consulting Services,541618,Other Management Consulting Services ,54161,Management Consulting Services
541620,1024541620,Environmental Consulting Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",54162,Environmental Consulting Services,541620,Environmental Consulting Services,54162,Environmental Consulting Services
541690,1024541690,Other Scientific and Technical Consulting Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",54169,Other Scientific and Technical Consulting Services,541690,Other Scientific and Technical Consulting Services,54169,Other Scientific and Technical Consulting Services
541713,1024541713,Research and Development in Nanotechnology ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,54171,"Research and Development in the Physical, Engineering, and Life Sciences",541713,Research and Development in Nanotechnology ,54171,"Research and Development in the Physical, Engineering, and Life Sciences"
541714,1024541714,Research and Development in Biotechnology (except Nanobiotechnology),10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,54171,"Research and Development in the Physical, Engineering, and Life Sciences",541714,Research and Development in Biotechnology (except Nanobiotechnology),54171,"Research and Development in the Physical, Engineering, and Life Sciences"
541715,1024541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,54171,"Research and Development in the Physical, Engineering, and Life Sciences",541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",54171,"Research and Development in the Physical, Engineering, and Life Sciences"
541720,1024541720,Research and Development in the Social Sciences and Humanities ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,54172,Research and Development in the Social Sciences and Humanities,541720,Research and Development in the Social Sciences and Humanities ,54172,Research and Development in the Social Sciences and Humanities
541810,1024541810,Advertising Agencies,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",54181,Advertising Agencies,541810,Advertising Agencies,54181,Advertising Agencies
541820,1024541820,Public Relations Agencies,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",54182,Public Relations Agencies,541820,Public Relations Agencies,54182,Public Relations Agencies
541830,1024541830,Media Buying Agencies,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",54183,Media Buying Agencies,541830,Media Buying Agencies,54183,Media Buying Agencies
541840,1024541840,Media Representatives,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",54184,Media Representatives,541840,Media Representatives,54184,Media Representatives
541850,1024541850,Outdoor Advertising,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",54185,Outdoor Advertising,541850,Outdoor Advertising,54185,Outdoor Advertising
541860,1024541860,Direct Mail Advertising,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",54186,Direct Mail Advertising,541860,Direct Mail Advertising,54186,Direct Mail Advertising
541870,1024541870,Advertising Material Distribution Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",54187,Advertising Material Distribution Services,541870,Advertising Material Distribution Services,54187,Advertising Material Distribution Services
541890,1024541890,Other Services Related to Advertising ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",54189,Other Services Related to Advertising,541890,Other Services Related to Advertising ,54189,Other Services Related to Advertising
